ele_info,comune,provincia,regione,ele_f,ele_m,ele_t,perc,perc_r,vot_t,data,ora,update_number,perc_diff
Regionali Speciali,San Pietro In Casale,Bologna,Emilia-Romagna,4917,4875,9792,31.14,62.94,3049,2024-11-17,19:00,1,-31.8
Regionali Speciali,San Pietro In Casale,Bologna,Emilia-Romagna,4917,4875,9792,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,San Pietro In Casale,Bologna,Emilia-Romagna,4917,4875,9792,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Sant'Agata Bolognese,Bologna,Emilia-Romagna,2979,3067,6046,11.96,26.22,723,2024-11-17,12:00,0,-14.26
Regionali Speciali,Sant'Agata Bolognese,Bologna,Emilia-Romagna,2979,3067,6046,32.34,60.86,1955,2024-11-17,19:00,1,-28.52
Regionali Speciali,Sant'Agata Bolognese,Bologna,Emilia-Romagna,2979,3067,6046,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Sant'Agata Bolognese,Bologna,Emilia-Romagna,2979,3067,6046,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Sasso Marconi,Bologna,Emilia-Romagna,6476,6001,12477,13.5,26.22,1685,2024-11-17,12:00,0,-12.72
Regionali Speciali,Sasso Marconi,Bologna,Emilia-Romagna,6476,6001,12477,36.48,64.47,4552,2024-11-17,19:00,1,-27.99
Regionali Speciali,Sasso Marconi,Bologna,Emilia-Romagna,6476,6001,12477,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Sasso Marconi,Bologna,Emilia-Romagna,6476,6001,12477,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Valsamoggia,Bologna,Emilia-Romagna,12580,12518,25098,11.64,24.78,2921,2024-11-17,12:00,0,-13.14
Regionali Speciali,Valsamoggia,Bologna,Emilia-Romagna,12580,12518,25098,31.68,61.72,7952,2024-11-17,19:00,1,-30.04
Regionali Speciali,Valsamoggia,Bologna,Emilia-Romagna,12580,12518,25098,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Valsamoggia,Bologna,Emilia-Romagna,12580,12518,25098,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Vergato,Bologna,Emilia-Romagna,2991,2969,5960,10.13,24.47,604,2024-11-17,12:00,0,-14.34
Regionali Speciali,Vergato,Bologna,Emilia-Romagna,2991,2969,5960,28.93,59.46,1724,2024-11-17,19:00,1,-30.53
Regionali Speciali,Vergato,Bologna,Emilia-Romagna,2991,2969,5960,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Vergato,Bologna,Emilia-Romagna,2991,2969,5960,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Zola Predosa,Bologna,Emilia-Romagna,8101,7613,15714,14.25,27.81,2239,2024-11-17,12:00,0,-13.56
Regionali Speciali,Zola Predosa,Bologna,Emilia-Romagna,8101,7613,15714,39.11,66.85,6146,2024-11-17,19:00,1,-27.74
Regionali Speciali,Zola Predosa,Bologna,Emilia-Romagna,8101,7613,15714,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Zola Predosa,Bologna,Emilia-Romagna,8101,7613,15714,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Argenta,Ferrara,Emilia-Romagna,8887,8489,17376,12.6,26.53,2189,2024-11-17,12:00,0,-13.93
Regionali Speciali,Argenta,Ferrara,Emilia-Romagna,8887,8489,17376,30.96,60.62,5380,2024-11-17,19:00,1,-29.66
Regionali Speciali,Argenta,Ferrara,Emilia-Romagna,8887,8489,17376,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Argenta,Ferrara,Emilia-Romagna,8887,8489,17376,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Bondeno,Ferrara,Emilia-Romagna,5751,5497,11248,10.5,22.58,1181,2024-11-17,12:00,0,-12.08
Regionali Speciali,Bondeno,Ferrara,Emilia-Romagna,5751,5497,11248,29.29,58.6,3295,2024-11-17,19:00,1,-29.31
Regionali Speciali,Bondeno,Ferrara,Emilia-Romagna,5751,5497,11248,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Bondeno,Ferrara,Emilia-Romagna,5751,5497,11248,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Cento,Ferrara,Emilia-Romagna,14507,14187,28694,10.38,22.01,2978,2024-11-17,12:00,0,-11.63
Regionali Speciali,Cento,Ferrara,Emilia-Romagna,14507,14187,28694,29.55,58.46,8480,2024-11-17,19:00,1,-28.91
Regionali Speciali,Cento,Ferrara,Emilia-Romagna,14507,14187,28694,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Cento,Ferrara,Emilia-Romagna,14507,14187,28694,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Codigoro,Ferrara,Emilia-Romagna,4980,4617,9597,8.85,20.55,849,2024-11-17,12:00,0,-11.7
Regionali Speciali,Codigoro,Ferrara,Emilia-Romagna,4980,4617,9597,23.77,53.66,2281,2024-11-17,19:00,1,-29.89
Regionali Speciali,Codigoro,Ferrara,Emilia-Romagna,4980,4617,9597,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Codigoro,Ferrara,Emilia-Romagna,4980,4617,9597,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Comacchio,Ferrara,Emilia-Romagna,10001,9742,19743,7.12,20.42,1405,2024-11-17,12:00,0,-13.3
Regionali Speciali,Comacchio,Ferrara,Emilia-Romagna,10001,9742,19743,18.22,51.1,3598,2024-11-17,19:00,1,-32.88
Regionali Speciali,Comacchio,Ferrara,Emilia-Romagna,10001,9742,19743,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Comacchio,Ferrara,Emilia-Romagna,10001,9742,19743,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Copparo,Ferrara,Emilia-Romagna,6988,6547,13535,10.98,23.89,1486,2024-11-17,12:00,0,-12.91
Regionali Speciali,Copparo,Ferrara,Emilia-Romagna,6988,6547,13535,28.99,57.77,3924,2024-11-17,19:00,1,-28.78
Regionali Speciali,Copparo,Ferrara,Emilia-Romagna,6988,6547,13535,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Copparo,Ferrara,Emilia-Romagna,6988,6547,13535,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Ferrara,Ferrara,Emilia-Romagna,55983,50779,106762,12.56,24.81,13407,2024-11-17,12:00,0,-12.25
Regionali Speciali,Ferrara,Ferrara,Emilia-Romagna,55983,50779,106762,32.22,59.24,34400,2024-11-17,19:00,1,-27.02
Regionali Speciali,Ferrara,Ferrara,Emilia-Romagna,55983,50779,106762,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Ferrara,Ferrara,Emilia-Romagna,55983,50779,106762,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Fiscaglia,Ferrara,Emilia-Romagna,3730,3534,7264,10.12,21.48,735,2024-11-17,12:00,0,-11.36
Regionali Speciali,Fiscaglia,Ferrara,Emilia-Romagna,3730,3534,7264,24.04,54.03,1746,2024-11-17,19:00,1,-29.99
Regionali Speciali,Fiscaglia,Ferrara,Emilia-Romagna,3730,3534,7264,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Fiscaglia,Ferrara,Emilia-Romagna,3730,3534,7264,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Goro,Ferrara,Emilia-Romagna,1550,1424,2974,11.77,22.28,350,2024-11-17,12:00,0,-10.51
Regionali Speciali,Goro,Ferrara,Emilia-Romagna,1550,1424,2974,29.32,60.82,872,2024-11-17,19:00,1,-31.5
Regionali Speciali,Goro,Ferrara,Emilia-Romagna,1550,1424,2974,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Goro,Ferrara,Emilia-Romagna,1550,1424,2974,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Jolanda Di Savoia,Ferrara,Emilia-Romagna,1102,1072,2174,9.38,24.16,204,2024-11-17,12:00,0,-14.78
Regionali Speciali,Jolanda Di Savoia,Ferrara,Emilia-Romagna,1102,1072,2174,23.83,57.52,518,2024-11-17,19:00,1,-33.69
Regionali Speciali,Jolanda Di Savoia,Ferrara,Emilia-Romagna,1102,1072,2174,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Jolanda Di Savoia,Ferrara,Emilia-Romagna,1102,1072,2174,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Lagosanto,Ferrara,Emilia-Romagna,2071,1967,4038,8.79,23.02,355,2024-11-17,12:00,0,-14.23
Regionali Speciali,Lagosanto,Ferrara,Emilia-Romagna,2071,1967,4038,22.07,56.63,891,2024-11-17,19:00,1,-34.56
Regionali Speciali,Lagosanto,Ferrara,Emilia-Romagna,2071,1967,4038,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Lagosanto,Ferrara,Emilia-Romagna,2071,1967,4038,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Masi Torello,Ferrara,Emilia-Romagna,993,874,1867,12.05,26.38,225,2024-11-17,12:00,0,-14.33
Regionali Speciali,Masi Torello,Ferrara,Emilia-Romagna,993,874,1867,33.96,64.37,634,2024-11-17,19:00,1,-30.41
Regionali Speciali,Masi Torello,Ferrara,Emilia-Romagna,993,874,1867,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Masi Torello,Ferrara,Emilia-Romagna,993,874,1867,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Mesola,Ferrara,Emilia-Romagna,2856,2737,5593,9.55,22.37,534,2024-11-17,12:00,0,-12.82
Regionali Speciali,Mesola,Ferrara,Emilia-Romagna,2856,2737,5593,25.0,54.72,1398,2024-11-17,19:00,1,-29.72
Regionali Speciali,Mesola,Ferrara,Emilia-Romagna,2856,2737,5593,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Mesola,Ferrara,Emilia-Romagna,2856,2737,5593,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Ostellato,Ferrara,Emilia-Romagna,2490,2424,4914,10.4,26.0,511,2024-11-17,12:00,0,-15.6
Regionali Speciali,Ostellato,Ferrara,Emilia-Romagna,2490,2424,4914,25.36,58.98,1246,2024-11-17,19:00,1,-33.62
Regionali Speciali,Ostellato,Ferrara,Emilia-Romagna,2490,2424,4914,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Ostellato,Ferrara,Emilia-Romagna,2490,2424,4914,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Poggio Renatico,Ferrara,Emilia-Romagna,3899,3744,7643,11.12,24.95,850,2024-11-17,12:00,0,-13.83
Regionali Speciali,Poggio Renatico,Ferrara,Emilia-Romagna,3899,3744,7643,28.38,59.44,2169,2024-11-17,19:00,1,-31.06
Regionali Speciali,Poggio Renatico,Ferrara,Emilia-Romagna,3899,3744,7643,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Poggio Renatico,Ferrara,Emilia-Romagna,3899,3744,7643,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Portomaggiore,Ferrara,Emilia-Romagna,4745,4602,9347,11.33,22.68,1059,2024-11-17,12:00,0,-11.35
Regionali Speciali,Portomaggiore,Ferrara,Emilia-Romagna,4745,4602,9347,28.45,56.73,2659,2024-11-17,19:00,1,-28.28
Regionali Speciali,Portomaggiore,Ferrara,Emilia-Romagna,4745,4602,9347,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Portomaggiore,Ferrara,Emilia-Romagna,4745,4602,9347,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Riva Del Po,Ferrara,Emilia-Romagna,3154,3078,6232,8.92,21.43,556,2024-11-17,12:00,0,-12.51
Regionali Speciali,Riva Del Po,Ferrara,Emilia-Romagna,3154,3078,6232,23.44,53.57,1461,2024-11-17,19:00,1,-30.13
Regionali Speciali,Riva Del Po,Ferrara,Emilia-Romagna,3154,3078,6232,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Riva Del Po,Ferrara,Emilia-Romagna,3154,3078,6232,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Terre Del Reno,Ferrara,Emilia-Romagna,4174,4090,8264,10.47,21.99,865,2024-11-17,12:00,0,-11.52
Regionali Speciali,Terre Del Reno,Ferrara,Emilia-Romagna,4174,4090,8264,29.57,58.64,2444,2024-11-17,19:00,1,-29.07
Regionali Speciali,Terre Del Reno,Ferrara,Emilia-Romagna,4174,4090,8264,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Terre Del Reno,Ferrara,Emilia-Romagna,4174,4090,8264,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Tresignana,Ferrara,Emilia-Romagna,2999,2766,5765,10.56,21.94,609,2024-11-17,12:00,0,-11.38
Regionali Speciali,Tresignana,Ferrara,Emilia-Romagna,2999,2766,5765,26.89,55.93,1550,2024-11-17,19:00,1,-29.04
Regionali Speciali,Tresignana,Ferrara,Emilia-Romagna,2999,2766,5765,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Tresignana,Ferrara,Emilia-Romagna,2999,2766,5765,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Vigarano Mainarda,Ferrara,Emilia-Romagna,3211,3081,6292,10.9,25.04,686,2024-11-17,12:00,0,-14.14
Regionali Speciali,Vigarano Mainarda,Ferrara,Emilia-Romagna,3211,3081,6292,29.8,60.99,1875,2024-11-17,19:00,1,-31.19
Regionali Speciali,Vigarano Mainarda,Ferrara,Emilia-Romagna,3211,3081,6292,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Vigarano Mainarda,Ferrara,Emilia-Romagna,3211,3081,6292,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Voghiera,Ferrara,Emilia-Romagna,1541,1489,3030,11.72,26.21,355,2024-11-17,12:00,0,-14.49
Regionali Speciali,Voghiera,Ferrara,Emilia-Romagna,1541,1489,3030,32.87,62.27,996,2024-11-17,19:00,1,-29.4
Regionali Speciali,Voghiera,Ferrara,Emilia-Romagna,1541,1489,3030,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Voghiera,Ferrara,Emilia-Romagna,1541,1489,3030,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Bagno Di Romagna,Forli'-Cesena,Emilia-Romagna,2565,2514,5079,10.99,22.38,558,2024-11-17,12:00,0,-11.39
Regionali Speciali,Bagno Di Romagna,Forli'-Cesena,Emilia-Romagna,2565,2514,5079,29.43,58.35,1495,2024-11-17,19:00,1,-28.92
Regionali Speciali,Bagno Di Romagna,Forli'-Cesena,Emilia-Romagna,2565,2514,5079,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Bagno Di Romagna,Forli'-Cesena,Emilia-Romagna,2565,2514,5079,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Bertinoro,Forli'-Cesena,Emilia-Romagna,4554,4389,8943,11.38,22.92,1018,2024-11-17,12:00,0,-11.54
Regionali Speciali,Bertinoro,Forli'-Cesena,Emilia-Romagna,4554,4389,8943,28.99,59.28,2593,2024-11-17,19:00,1,-30.29
Regionali Speciali,Bertinoro,Forli'-Cesena,Emilia-Romagna,4554,4389,8943,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Bertinoro,Forli'-Cesena,Emilia-Romagna,4554,4389,8943,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Borghi,Forli'-Cesena,Emilia-Romagna,1186,1235,2421,8.26,23.05,200,2024-11-17,12:00,0,-14.79
Regionali Speciali,Borghi,Forli'-Cesena,Emilia-Romagna,1186,1235,2421,23.59,52.99,571,2024-11-17,19:00,1,-29.4
Regionali Speciali,Borghi,Forli'-Cesena,Emilia-Romagna,1186,1235,2421,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Borghi,Forli'-Cesena,Emilia-Romagna,1186,1235,2421,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Castrocaro Terme E Terra Del Sole,Forli'-Cesena,Emilia-Romagna,2667,2567,5234,10.47,23.65,548,2024-11-17,12:00,0,-13.18
Regionali Speciali,Castrocaro Terme E Terra Del Sole,Forli'-Cesena,Emilia-Romagna,2667,2567,5234,26.14,58.44,1368,2024-11-17,19:00,1,-32.3
Regionali Speciali,Castrocaro Terme E Terra Del Sole,Forli'-Cesena,Emilia-Romagna,2667,2567,5234,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Castrocaro Terme E Terra Del Sole,Forli'-Cesena,Emilia-Romagna,2667,2567,5234,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Cesena,Forli'-Cesena,Emilia-Romagna,41171,38677,79848,11.41,23.58,9114,2024-11-17,12:00,0,-12.17
Regionali Speciali,Cesena,Forli'-Cesena,Emilia-Romagna,41171,38677,79848,31.94,60.36,25503,2024-11-17,19:00,1,-28.42
Regionali Speciali,Cesena,Forli'-Cesena,Emilia-Romagna,41171,38677,79848,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Cesena,Forli'-Cesena,Emilia-Romagna,41171,38677,79848,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Cesenatico,Forli'-Cesena,Emilia-Romagna,11115,10598,21713,10.59,22.49,2299,2024-11-17,12:00,0,-11.9
Regionali Speciali,Cesenatico,Forli'-Cesena,Emilia-Romagna,11115,10598,21713,28.44,58.34,6175,2024-11-17,19:00,1,-29.9
Regionali Speciali,Cesenatico,Forli'-Cesena,Emilia-Romagna,11115,10598,21713,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Cesenatico,Forli'-Cesena,Emilia-Romagna,11115,10598,21713,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Civitella Di Romagna,Forli'-Cesena,Emilia-Romagna,1431,1409,2840,11.94,24.19,339,2024-11-17,12:00,0,-12.25
Regionali Speciali,Civitella Di Romagna,Forli'-Cesena,Emilia-Romagna,1431,1409,2840,31.58,62.36,897,2024-11-17,19:00,1,-30.78
Regionali Speciali,Civitella Di Romagna,Forli'-Cesena,Emilia-Romagna,1431,1409,2840,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Civitella Di Romagna,Forli'-Cesena,Emilia-Romagna,1431,1409,2840,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Dovadola,Forli'-Cesena,Emilia-Romagna,671,647,1318,6.15,19.88,81,2024-11-17,12:00,0,-13.73
Regionali Speciali,Dovadola,Forli'-Cesena,Emilia-Romagna,671,647,1318,20.86,50.96,275,2024-11-17,19:00,1,-30.1
Regionali Speciali,Dovadola,Forli'-Cesena,Emilia-Romagna,671,647,1318,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Dovadola,Forli'-Cesena,Emilia-Romagna,671,647,1318,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Forli',Forli'-Cesena,Emilia-Romagna,47320,43876,91196,12.08,24.61,11013,2024-11-17,12:00,0,-12.53
Regionali Speciali,Forli',Forli'-Cesena,Emilia-Romagna,47320,43876,91196,32.06,59.64,29241,2024-11-17,19:00,1,-27.58
Regionali Speciali,Forli',Forli'-Cesena,Emilia-Romagna,47320,43876,91196,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Forli',Forli'-Cesena,Emilia-Romagna,47320,43876,91196,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Forlimpopoli,Forli'-Cesena,Emilia-Romagna,5394,5245,10639,12.02,24.27,1279,2024-11-17,12:00,0,-12.25
Regionali Speciali,Forlimpopoli,Forli'-Cesena,Emilia-Romagna,5394,5245,10639,30.62,60.22,3258,2024-11-17,19:00,1,-29.6
Regionali Speciali,Forlimpopoli,Forli'-Cesena,Emilia-Romagna,5394,5245,10639,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Forlimpopoli,Forli'-Cesena,Emilia-Romagna,5394,5245,10639,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Galeata,Forli'-Cesena,Emilia-Romagna,909,895,1804,10.31,25.13,186,2024-11-17,12:00,0,-14.82
Regionali Speciali,Galeata,Forli'-Cesena,Emilia-Romagna,909,895,1804,30.93,60.89,558,2024-11-17,19:00,1,-29.96
Regionali Speciali,Galeata,Forli'-Cesena,Emilia-Romagna,909,895,1804,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Galeata,Forli'-Cesena,Emilia-Romagna,909,895,1804,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Gambettola,Forli'-Cesena,Emilia-Romagna,4226,4038,8264,11.73,22.76,969,2024-11-17,12:00,0,-11.03
Regionali Speciali,Gambettola,Forli'-Cesena,Emilia-Romagna,4226,4038,8264,29.88,58.83,2469,2024-11-17,19:00,1,-28.95
Regionali Speciali,Gambettola,Forli'-Cesena,Emilia-Romagna,4226,4038,8264,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Gambettola,Forli'-Cesena,Emilia-Romagna,4226,4038,8264,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Gatteo,Forli'-Cesena,Emilia-Romagna,3827,3741,7568,8.72,21.2,660,2024-11-17,12:00,0,-12.48
Regionali Speciali,Gatteo,Forli'-Cesena,Emilia-Romagna,3827,3741,7568,24.92,56.62,1886,2024-11-17,19:00,1,-31.7
Regionali Speciali,Gatteo,Forli'-Cesena,Emilia-Romagna,3827,3741,7568,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Gatteo,Forli'-Cesena,Emilia-Romagna,3827,3741,7568,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Longiano,Forli'-Cesena,Emilia-Romagna,2995,2924,5919,9.34,22.75,553,2024-11-17,12:00,0,-13.41
Regionali Speciali,Longiano,Forli'-Cesena,Emilia-Romagna,2995,2924,5919,27.61,60.06,1634,2024-11-17,19:00,1,-32.45
Regionali Speciali,Longiano,Forli'-Cesena,Emilia-Romagna,2995,2924,5919,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Longiano,Forli'-Cesena,Emilia-Romagna,2995,2924,5919,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Meldola,Forli'-Cesena,Emilia-Romagna,4090,3956,8046,10.05,23.76,809,2024-11-17,12:00,0,-13.71
Regionali Speciali,Meldola,Forli'-Cesena,Emilia-Romagna,4090,3956,8046,26.63,57.32,2143,2024-11-17,19:00,1,-30.69
Regionali Speciali,Meldola,Forli'-Cesena,Emilia-Romagna,4090,3956,8046,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Meldola,Forli'-Cesena,Emilia-Romagna,4090,3956,8046,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Mercato Saraceno,Forli'-Cesena,Emilia-Romagna,2825,2859,5684,9.32,20.91,530,2024-11-17,12:00,0,-11.59
Regionali Speciali,Mercato Saraceno,Forli'-Cesena,Emilia-Romagna,2825,2859,5684,28.11,58.71,1598,2024-11-17,19:00,1,-30.6
Regionali Speciali,Mercato Saraceno,Forli'-Cesena,Emilia-Romagna,2825,2859,5684,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Mercato Saraceno,Forli'-Cesena,Emilia-Romagna,2825,2859,5684,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Modigliana,Forli'-Cesena,Emilia-Romagna,1859,1816,3675,11.4,24.57,419,2024-11-17,12:00,0,-13.17
Regionali Speciali,Modigliana,Forli'-Cesena,Emilia-Romagna,1859,1816,3675,26.97,60.31,991,2024-11-17,19:00,1,-33.34
Regionali Speciali,Modigliana,Forli'-Cesena,Emilia-Romagna,1859,1816,3675,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Modigliana,Forli'-Cesena,Emilia-Romagna,1859,1816,3675,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Montiano,Forli'-Cesena,Emilia-Romagna,730,730,1460,11.71,27.68,171,2024-11-17,12:00,0,-15.97
Regionali Speciali,Montiano,Forli'-Cesena,Emilia-Romagna,730,730,1460,33.36,63.28,487,2024-11-17,19:00,1,-29.92
Regionali Speciali,Montiano,Forli'-Cesena,Emilia-Romagna,730,730,1460,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Montiano,Forli'-Cesena,Emilia-Romagna,730,730,1460,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Portico E San Benedetto,Forli'-Cesena,Emilia-Romagna,283,306,589,12.05,21.75,71,2024-11-17,12:00,0,-9.7
Regionali Speciali,Portico E San Benedetto,Forli'-Cesena,Emilia-Romagna,283,306,589,30.05,60.46,177,2024-11-17,19:00,1,-30.41
Regionali Speciali,Portico E San Benedetto,Forli'-Cesena,Emilia-Romagna,283,306,589,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Portico E San Benedetto,Forli'-Cesena,Emilia-Romagna,283,306,589,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Predappio,Forli'-Cesena,Emilia-Romagna,2463,2483,4946,10.98,22.74,543,2024-11-17,12:00,0,-11.76
Regionali Speciali,Predappio,Forli'-Cesena,Emilia-Romagna,2463,2483,4946,28.35,58.64,1402,2024-11-17,19:00,1,-30.29
Regionali Speciali,Predappio,Forli'-Cesena,Emilia-Romagna,2463,2483,4946,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Predappio,Forli'-Cesena,Emilia-Romagna,2463,2483,4946,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Premilcuore,Forli'-Cesena,Emilia-Romagna,290,308,598,11.37,23.22,68,2024-11-17,12:00,0,-11.85
Regionali Speciali,Premilcuore,Forli'-Cesena,Emilia-Romagna,290,308,598,30.94,58.37,185,2024-11-17,19:00,1,-27.43
Regionali Speciali,Premilcuore,Forli'-Cesena,Emilia-Romagna,290,308,598,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Premilcuore,Forli'-Cesena,Emilia-Romagna,290,308,598,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Rocca San Casciano,Forli'-Cesena,Emilia-Romagna,833,820,1653,14.28,22.69,236,2024-11-17,12:00,0,-8.41
Regionali Speciali,Rocca San Casciano,Forli'-Cesena,Emilia-Romagna,833,820,1653,34.54,55.9,571,2024-11-17,19:00,1,-21.36
Regionali Speciali,Rocca San Casciano,Forli'-Cesena,Emilia-Romagna,833,820,1653,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Rocca San Casciano,Forli'-Cesena,Emilia-Romagna,833,820,1653,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Roncofreddo,Forli'-Cesena,Emilia-Romagna,1356,1397,2753,12.57,23.18,346,2024-11-17,12:00,0,-10.61
Regionali Speciali,Roncofreddo,Forli'-Cesena,Emilia-Romagna,1356,1397,2753,32.18,62.58,886,2024-11-17,19:00,1,-30.4
