ele_info,comune,provincia,regione,ele_f,ele_m,ele_t,perc,perc_r,vot_t,data,ora,update_number,perc_diff
Regionali Speciali,Roncofreddo,Forli'-Cesena,Emilia-Romagna,1356,1397,2753,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Roncofreddo,Forli'-Cesena,Emilia-Romagna,1356,1397,2753,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,San Mauro Pascoli,Forli'-Cesena,Emilia-Romagna,4897,4684,9581,8.99,22.24,861,2024-11-17,12:00,0,-13.25
Regionali Speciali,San Mauro Pascoli,Forli'-Cesena,Emilia-Romagna,4897,4684,9581,25.52,58.71,2445,2024-11-17,19:00,1,-33.19
Regionali Speciali,San Mauro Pascoli,Forli'-Cesena,Emilia-Romagna,4897,4684,9581,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,San Mauro Pascoli,Forli'-Cesena,Emilia-Romagna,4897,4684,9581,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Santa Sofia,Forli'-Cesena,Emilia-Romagna,1654,1554,3208,15.8,26.8,507,2024-11-17,12:00,0,-11.0
Regionali Speciali,Santa Sofia,Forli'-Cesena,Emilia-Romagna,1654,1554,3208,39.62,64.74,1271,2024-11-17,19:00,1,-25.12
Regionali Speciali,Santa Sofia,Forli'-Cesena,Emilia-Romagna,1654,1554,3208,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Santa Sofia,Forli'-Cesena,Emilia-Romagna,1654,1554,3208,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Sarsina,Forli'-Cesena,Emilia-Romagna,1430,1449,2879,10.28,23.68,296,2024-11-17,12:00,0,-13.4
Regionali Speciali,Sarsina,Forli'-Cesena,Emilia-Romagna,1430,1449,2879,30.95,58.21,891,2024-11-17,19:00,1,-27.26
Regionali Speciali,Sarsina,Forli'-Cesena,Emilia-Romagna,1430,1449,2879,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Sarsina,Forli'-Cesena,Emilia-Romagna,1430,1449,2879,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Savignano Sul Rubicone,Forli'-Cesena,Emilia-Romagna,6968,6746,13714,9.71,22.43,1332,2024-11-17,12:00,0,-12.72
Regionali Speciali,Savignano Sul Rubicone,Forli'-Cesena,Emilia-Romagna,6968,6746,13714,25.86,57.76,3547,2024-11-17,19:00,1,-31.9
Regionali Speciali,Savignano Sul Rubicone,Forli'-Cesena,Emilia-Romagna,6968,6746,13714,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Savignano Sul Rubicone,Forli'-Cesena,Emilia-Romagna,6968,6746,13714,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Sogliano Al Rubicone,Forli'-Cesena,Emilia-Romagna,1332,1332,2664,7.39,20.78,197,2024-11-17,12:00,0,-13.39
Regionali Speciali,Sogliano Al Rubicone,Forli'-Cesena,Emilia-Romagna,1332,1332,2664,18.47,55.42,492,2024-11-17,19:00,1,-36.95
Regionali Speciali,Sogliano Al Rubicone,Forli'-Cesena,Emilia-Romagna,1332,1332,2664,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Sogliano Al Rubicone,Forli'-Cesena,Emilia-Romagna,1332,1332,2664,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Tredozio,Forli'-Cesena,Emilia-Romagna,489,525,1014,7.59,21.72,77,2024-11-17,12:00,0,-14.13
Regionali Speciali,Tredozio,Forli'-Cesena,Emilia-Romagna,489,525,1014,23.08,57.41,234,2024-11-17,19:00,1,-34.33
Regionali Speciali,Tredozio,Forli'-Cesena,Emilia-Romagna,489,525,1014,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Tredozio,Forli'-Cesena,Emilia-Romagna,489,525,1014,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Verghereto,Forli'-Cesena,Emilia-Romagna,694,767,1461,9.58,20.27,140,2024-11-17,12:00,0,-10.69
Regionali Speciali,Verghereto,Forli'-Cesena,Emilia-Romagna,694,767,1461,27.24,58.86,398,2024-11-17,19:00,1,-31.62
Regionali Speciali,Verghereto,Forli'-Cesena,Emilia-Romagna,694,767,1461,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Verghereto,Forli'-Cesena,Emilia-Romagna,694,767,1461,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Bastiglia,Modena,Emilia-Romagna,1579,1618,3197,11.39,24.49,364,2024-11-17,12:00,0,-13.1
Regionali Speciali,Bastiglia,Modena,Emilia-Romagna,1579,1618,3197,30.31,62.13,969,2024-11-17,19:00,1,-31.82
Regionali Speciali,Bastiglia,Modena,Emilia-Romagna,1579,1618,3197,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Bastiglia,Modena,Emilia-Romagna,1579,1618,3197,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Bomporto,Modena,Emilia-Romagna,3987,3999,7986,11.22,24.68,896,2024-11-17,12:00,0,-13.46
Regionali Speciali,Bomporto,Modena,Emilia-Romagna,3987,3999,7986,29.71,60.12,2373,2024-11-17,19:00,1,-30.41
Regionali Speciali,Bomporto,Modena,Emilia-Romagna,3987,3999,7986,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Bomporto,Modena,Emilia-Romagna,3987,3999,7986,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Campogalliano,Modena,Emilia-Romagna,3442,3430,6872,11.61,26.78,798,2024-11-17,12:00,0,-15.17
Regionali Speciali,Campogalliano,Modena,Emilia-Romagna,3442,3430,6872,30.33,62.67,2084,2024-11-17,19:00,1,-32.34
Regionali Speciali,Campogalliano,Modena,Emilia-Romagna,3442,3430,6872,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Campogalliano,Modena,Emilia-Romagna,3442,3430,6872,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Camposanto,Modena,Emilia-Romagna,1189,1227,2416,13.33,24.28,322,2024-11-17,12:00,0,-10.95
Regionali Speciali,Camposanto,Modena,Emilia-Romagna,1189,1227,2416,32.91,63.41,795,2024-11-17,19:00,1,-30.5
Regionali Speciali,Camposanto,Modena,Emilia-Romagna,1189,1227,2416,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Camposanto,Modena,Emilia-Romagna,1189,1227,2416,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Carpi,Modena,Emilia-Romagna,28810,27190,56000,12.85,25.0,7194,2024-11-17,12:00,0,-12.15
Regionali Speciali,Carpi,Modena,Emilia-Romagna,28810,27190,56000,33.1,59.98,18537,2024-11-17,19:00,1,-26.88
Regionali Speciali,Carpi,Modena,Emilia-Romagna,28810,27190,56000,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Carpi,Modena,Emilia-Romagna,28810,27190,56000,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Castelfranco Emilia,Modena,Emilia-Romagna,12650,12891,25541,12.12,25.43,3095,2024-11-17,12:00,0,-13.31
Regionali Speciali,Castelfranco Emilia,Modena,Emilia-Romagna,12650,12891,25541,32.01,61.06,8175,2024-11-17,19:00,1,-29.05
Regionali Speciali,Castelfranco Emilia,Modena,Emilia-Romagna,12650,12891,25541,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Castelfranco Emilia,Modena,Emilia-Romagna,12650,12891,25541,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Castelnuovo Rangone,Modena,Emilia-Romagna,5929,5846,11775,12.64,26.51,1488,2024-11-17,12:00,0,-13.87
Regionali Speciali,Castelnuovo Rangone,Modena,Emilia-Romagna,5929,5846,11775,35.07,64.81,4129,2024-11-17,19:00,1,-29.74
Regionali Speciali,Castelnuovo Rangone,Modena,Emilia-Romagna,5929,5846,11775,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Castelnuovo Rangone,Modena,Emilia-Romagna,5929,5846,11775,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Castelvetro Di Modena,Modena,Emilia-Romagna,4325,4368,8693,11.52,24.71,1001,2024-11-17,12:00,0,-13.19
Regionali Speciali,Castelvetro Di Modena,Modena,Emilia-Romagna,4325,4368,8693,31.58,62.11,2745,2024-11-17,19:00,1,-30.53
Regionali Speciali,Castelvetro Di Modena,Modena,Emilia-Romagna,4325,4368,8693,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Castelvetro Di Modena,Modena,Emilia-Romagna,4325,4368,8693,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Cavezzo,Modena,Emilia-Romagna,2921,2697,5618,9.26,23.57,520,2024-11-17,12:00,0,-14.31
Regionali Speciali,Cavezzo,Modena,Emilia-Romagna,2921,2697,5618,32.16,63.86,1807,2024-11-17,19:00,1,-31.7
Regionali Speciali,Cavezzo,Modena,Emilia-Romagna,2921,2697,5618,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Cavezzo,Modena,Emilia-Romagna,2921,2697,5618,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Concordia Sulla Secchia,Modena,Emilia-Romagna,3464,3324,6788,10.12,21.68,687,2024-11-17,12:00,0,-11.56
Regionali Speciali,Concordia Sulla Secchia,Modena,Emilia-Romagna,3464,3324,6788,28.03,57.28,1903,2024-11-17,19:00,1,-29.25
Regionali Speciali,Concordia Sulla Secchia,Modena,Emilia-Romagna,3464,3324,6788,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Concordia Sulla Secchia,Modena,Emilia-Romagna,3464,3324,6788,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Fanano,Modena,Emilia-Romagna,1323,1339,2662,11.91,24.59,317,2024-11-17,12:00,0,-12.68
Regionali Speciali,Fanano,Modena,Emilia-Romagna,1323,1339,2662,31.52,57.28,839,2024-11-17,19:00,1,-25.76
Regionali Speciali,Fanano,Modena,Emilia-Romagna,1323,1339,2662,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Fanano,Modena,Emilia-Romagna,1323,1339,2662,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Finale Emilia,Modena,Emilia-Romagna,6052,5953,12005,9.37,21.17,1125,2024-11-17,12:00,0,-11.8
Regionali Speciali,Finale Emilia,Modena,Emilia-Romagna,6052,5953,12005,27.16,55.97,3261,2024-11-17,19:00,1,-28.81
Regionali Speciali,Finale Emilia,Modena,Emilia-Romagna,6052,5953,12005,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Finale Emilia,Modena,Emilia-Romagna,6052,5953,12005,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Fiorano Modenese,Modena,Emilia-Romagna,6872,6760,13632,9.73,21.18,1327,2024-11-17,12:00,0,-11.45
Regionali Speciali,Fiorano Modenese,Modena,Emilia-Romagna,6872,6760,13632,26.77,56.74,3649,2024-11-17,19:00,1,-29.97
Regionali Speciali,Fiorano Modenese,Modena,Emilia-Romagna,6872,6760,13632,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Fiorano Modenese,Modena,Emilia-Romagna,6872,6760,13632,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Fiumalbo,Modena,Emilia-Romagna,508,533,1041,11.82,24.27,123,2024-11-17,12:00,0,-12.45
Regionali Speciali,Fiumalbo,Modena,Emilia-Romagna,508,533,1041,30.84,63.89,321,2024-11-17,19:00,1,-33.05
Regionali Speciali,Fiumalbo,Modena,Emilia-Romagna,508,533,1041,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Fiumalbo,Modena,Emilia-Romagna,508,533,1041,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Formigine,Modena,Emilia-Romagna,14277,13825,28102,12.19,24.38,3426,2024-11-17,12:00,0,-12.19
Regionali Speciali,Formigine,Modena,Emilia-Romagna,14277,13825,28102,34.19,61.79,9608,2024-11-17,19:00,1,-27.6
Regionali Speciali,Formigine,Modena,Emilia-Romagna,14277,13825,28102,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Formigine,Modena,Emilia-Romagna,14277,13825,28102,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Frassinoro,Modena,Emilia-Romagna,1016,1072,2088,8.48,19.49,177,2024-11-17,12:00,0,-11.01
Regionali Speciali,Frassinoro,Modena,Emilia-Romagna,1016,1072,2088,23.47,45.48,490,2024-11-17,19:00,1,-22.01
Regionali Speciali,Frassinoro,Modena,Emilia-Romagna,1016,1072,2088,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Frassinoro,Modena,Emilia-Romagna,1016,1072,2088,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Guiglia,Modena,Emilia-Romagna,1965,2005,3970,9.62,21.54,382,2024-11-17,12:00,0,-11.92
Regionali Speciali,Guiglia,Modena,Emilia-Romagna,1965,2005,3970,23.4,51.35,929,2024-11-17,19:00,1,-27.95
Regionali Speciali,Guiglia,Modena,Emilia-Romagna,1965,2005,3970,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Guiglia,Modena,Emilia-Romagna,1965,2005,3970,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Lama Mocogno,Modena,Emilia-Romagna,1149,1207,2356,11.63,26.45,274,2024-11-17,12:00,0,-14.82
Regionali Speciali,Lama Mocogno,Modena,Emilia-Romagna,1149,1207,2356,28.48,59.71,671,2024-11-17,19:00,1,-31.23
Regionali Speciali,Lama Mocogno,Modena,Emilia-Romagna,1149,1207,2356,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Lama Mocogno,Modena,Emilia-Romagna,1149,1207,2356,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Maranello,Modena,Emilia-Romagna,6972,7047,14019,10.15,23.14,1423,2024-11-17,12:00,0,-12.99
Regionali Speciali,Maranello,Modena,Emilia-Romagna,6972,7047,14019,27.62,58.84,3872,2024-11-17,19:00,1,-31.22
Regionali Speciali,Maranello,Modena,Emilia-Romagna,6972,7047,14019,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Maranello,Modena,Emilia-Romagna,6972,7047,14019,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Marano Sul Panaro,Modena,Emilia-Romagna,2046,2043,4089,10.74,23.63,439,2024-11-17,12:00,0,-12.89
Regionali Speciali,Marano Sul Panaro,Modena,Emilia-Romagna,2046,2043,4089,29.96,59.93,1225,2024-11-17,19:00,1,-29.97
Regionali Speciali,Marano Sul Panaro,Modena,Emilia-Romagna,2046,2043,4089,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Marano Sul Panaro,Modena,Emilia-Romagna,2046,2043,4089,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Medolla,Modena,Emilia-Romagna,2660,2552,5212,11.91,24.72,621,2024-11-17,12:00,0,-12.81
Regionali Speciali,Medolla,Modena,Emilia-Romagna,2660,2552,5212,33.38,64.47,1740,2024-11-17,19:00,1,-31.09
Regionali Speciali,Medolla,Modena,Emilia-Romagna,2660,2552,5212,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Medolla,Modena,Emilia-Romagna,2660,2552,5212,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Mirandola,Modena,Emilia-Romagna,9814,9306,19120,10.37,22.14,1983,2024-11-17,12:00,0,-11.77
Regionali Speciali,Mirandola,Modena,Emilia-Romagna,9814,9306,19120,29.81,59.13,5699,2024-11-17,19:00,1,-29.32
Regionali Speciali,Mirandola,Modena,Emilia-Romagna,9814,9306,19120,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Mirandola,Modena,Emilia-Romagna,9814,9306,19120,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Modena,Modena,Emilia-Romagna,73146,68193,141339,12.25,24.39,17315,2024-11-17,12:00,0,-12.14
Regionali Speciali,Modena,Modena,Emilia-Romagna,73146,68193,141339,34.64,61.33,48964,2024-11-17,19:00,1,-26.69
Regionali Speciali,Modena,Modena,Emilia-Romagna,73146,68193,141339,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Modena,Modena,Emilia-Romagna,73146,68193,141339,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Montecreto,Modena,Emilia-Romagna,358,421,779,13.86,28.12,108,2024-11-17,12:00,0,-14.26
Regionali Speciali,Montecreto,Modena,Emilia-Romagna,358,421,779,35.17,61.07,274,2024-11-17,19:00,1,-25.9
Regionali Speciali,Montecreto,Modena,Emilia-Romagna,358,421,779,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Montecreto,Modena,Emilia-Romagna,358,421,779,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Montefiorino,Modena,Emilia-Romagna,976,1041,2017,11.25,24.33,227,2024-11-17,12:00,0,-13.08
Regionali Speciali,Montefiorino,Modena,Emilia-Romagna,976,1041,2017,25.29,56.25,510,2024-11-17,19:00,1,-30.96
Regionali Speciali,Montefiorino,Modena,Emilia-Romagna,976,1041,2017,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Montefiorino,Modena,Emilia-Romagna,976,1041,2017,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Montese,Modena,Emilia-Romagna,1364,1352,2716,11.3,23.58,307,2024-11-17,12:00,0,-12.28
Regionali Speciali,Montese,Modena,Emilia-Romagna,1364,1352,2716,29.82,59.16,810,2024-11-17,19:00,1,-29.34
Regionali Speciali,Montese,Modena,Emilia-Romagna,1364,1352,2716,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Montese,Modena,Emilia-Romagna,1364,1352,2716,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Nonantola,Modena,Emilia-Romagna,6489,6410,12899,11.55,24.82,1490,2024-11-17,12:00,0,-13.27
Regionali Speciali,Nonantola,Modena,Emilia-Romagna,6489,6410,12899,32.03,60.86,4132,2024-11-17,19:00,1,-28.83
Regionali Speciali,Nonantola,Modena,Emilia-Romagna,6489,6410,12899,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Nonantola,Modena,Emilia-Romagna,6489,6410,12899,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Novi Di Modena,Modena,Emilia-Romagna,4186,4152,8338,11.19,22.19,933,2024-11-17,12:00,0,-11.0
Regionali Speciali,Novi Di Modena,Modena,Emilia-Romagna,4186,4152,8338,28.29,56.19,2359,2024-11-17,19:00,1,-27.9
Regionali Speciali,Novi Di Modena,Modena,Emilia-Romagna,4186,4152,8338,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Novi Di Modena,Modena,Emilia-Romagna,4186,4152,8338,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Palagano,Modena,Emilia-Romagna,949,935,1884,10.51,21.83,198,2024-11-17,12:00,0,-11.32
Regionali Speciali,Palagano,Modena,Emilia-Romagna,949,935,1884,26.7,55.02,503,2024-11-17,19:00,1,-28.32
Regionali Speciali,Palagano,Modena,Emilia-Romagna,949,935,1884,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Palagano,Modena,Emilia-Romagna,949,935,1884,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Pavullo Nel Frignano,Modena,Emilia-Romagna,7359,7403,14762,9.82,22.98,1450,2024-11-17,12:00,0,-13.16
Regionali Speciali,Pavullo Nel Frignano,Modena,Emilia-Romagna,7359,7403,14762,26.97,56.16,3982,2024-11-17,19:00,1,-29.19
Regionali Speciali,Pavullo Nel Frignano,Modena,Emilia-Romagna,7359,7403,14762,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Pavullo Nel Frignano,Modena,Emilia-Romagna,7359,7403,14762,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Pievepelago,Modena,Emilia-Romagna,1218,1289,2507,6.62,18.25,166,2024-11-17,12:00,0,-11.63
Regionali Speciali,Pievepelago,Modena,Emilia-Romagna,1218,1289,2507,18.59,47.21,466,2024-11-17,19:00,1,-28.62
Regionali Speciali,Pievepelago,Modena,Emilia-Romagna,1218,1289,2507,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Pievepelago,Modena,Emilia-Romagna,1218,1289,2507,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Polinago,Modena,Emilia-Romagna,636,704,1340,12.61,25.3,169,2024-11-17,12:00,0,-12.69
Regionali Speciali,Polinago,Modena,Emilia-Romagna,636,704,1340,28.96,54.48,388,2024-11-17,19:00,1,-25.52
Regionali Speciali,Polinago,Modena,Emilia-Romagna,636,704,1340,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Polinago,Modena,Emilia-Romagna,636,704,1340,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Prignano Sulla Secchia,Modena,Emilia-Romagna,1575,1637,3212,10.99,26.97,353,2024-11-17,12:00,0,-15.98
Regionali Speciali,Prignano Sulla Secchia,Modena,Emilia-Romagna,1575,1637,3212,29.67,63.31,953,2024-11-17,19:00,1,-33.64
Regionali Speciali,Prignano Sulla Secchia,Modena,Emilia-Romagna,1575,1637,3212,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Prignano Sulla Secchia,Modena,Emilia-Romagna,1575,1637,3212,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Ravarino,Modena,Emilia-Romagna,2522,2532,5054,12.82,24.61,648,2024-11-17,12:00,0,-11.79
Regionali Speciali,Ravarino,Modena,Emilia-Romagna,2522,2532,5054,31.5,56.8,1592,2024-11-17,19:00,1,-25.3
Regionali Speciali,Ravarino,Modena,Emilia-Romagna,2522,2532,5054,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Ravarino,Modena,Emilia-Romagna,2522,2532,5054,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Riolunato,Modena,Emilia-Romagna,318,360,678,8.7,23.23,59,2024-11-17,12:00,0,-14.53
Regionali Speciali,Riolunato,Modena,Emilia-Romagna,318,360,678,27.29,52.97,185,2024-11-17,19:00,1,-25.68
Regionali Speciali,Riolunato,Modena,Emilia-Romagna,318,360,678,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Riolunato,Modena,Emilia-Romagna,318,360,678,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,San Cesario Sul Panaro,Modena,Emilia-Romagna,2594,2624,5218,12.97,27.43,677,2024-11-17,12:00,0,-14.46
Regionali Speciali,San Cesario Sul Panaro,Modena,Emilia-Romagna,2594,2624,5218,36.7,63.83,1915,2024-11-17,19:00,1,-27.13
Regionali Speciali,San Cesario Sul Panaro,Modena,Emilia-Romagna,2594,2624,5218,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,San Cesario Sul Panaro,Modena,Emilia-Romagna,2594,2624,5218,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,San Felice Sul Panaro,Modena,Emilia-Romagna,4244,4116,8360,10.51,22.76,879,2024-11-17,12:00,0,-12.25
Regionali Speciali,San Felice Sul Panaro,Modena,Emilia-Romagna,4244,4116,8360,29.77,60.6,2489,2024-11-17,19:00,1,-30.83
Regionali Speciali,San Felice Sul Panaro,Modena,Emilia-Romagna,4244,4116,8360,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,San Felice Sul Panaro,Modena,Emilia-Romagna,4244,4116,8360,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,San Possidonio,Modena,Emilia-Romagna,1520,1513,3033,9.73,21.39,295,2024-11-17,12:00,0,-11.66
Regionali Speciali,San Possidonio,Modena,Emilia-Romagna,1520,1513,3033,26.31,55.75,798,2024-11-17,19:00,1,-29.44
Regionali Speciali,San Possidonio,Modena,Emilia-Romagna,1520,1513,3033,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,San Possidonio,Modena,Emilia-Romagna,1520,1513,3033,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,San Prospero,Modena,Emilia-Romagna,2366,2399,4765,10.22,22.74,487,2024-11-17,12:00,0,-12.52
Regionali Speciali,San Prospero,Modena,Emilia-Romagna,2366,2399,4765,26.44,55.77,1260,2024-11-17,19:00,1,-29.33
Regionali Speciali,San Prospero,Modena,Emilia-Romagna,2366,2399,4765,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,San Prospero,Modena,Emilia-Romagna,2366,2399,4765,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Sassuolo,Modena,Emilia-Romagna,16313,15711,32024,9.89,21.66,3168,2024-11-17,12:00,0,-11.77
Regionali Speciali,Sassuolo,Modena,Emilia-Romagna,16313,15711,32024,27.43,56.04,8785,2024-11-17,19:00,1,-28.61
Regionali Speciali,Sassuolo,Modena,Emilia-Romagna,16313,15711,32024,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Sassuolo,Modena,Emilia-Romagna,16313,15711,32024,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Savignano Sul Panaro,Modena,Emilia-Romagna,3598,3617,7215,12.25,22.94,884,2024-11-17,12:00,0,-10.69
Regionali Speciali,Savignano Sul Panaro,Modena,Emilia-Romagna,3598,3617,7215,32.27,61.48,2328,2024-11-17,19:00,1,-29.21
Regionali Speciali,Savignano Sul Panaro,Modena,Emilia-Romagna,3598,3617,7215,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Savignano Sul Panaro,Modena,Emilia-Romagna,3598,3617,7215,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Serramazzoni,Modena,Emilia-Romagna,3460,3685,7145,10.08,24.33,720,2024-11-17,12:00,0,-14.25
Regionali Speciali,Serramazzoni,Modena,Emilia-Romagna,3460,3685,7145,24.38,57.34,1742,2024-11-17,19:00,1,-32.96
Regionali Speciali,Serramazzoni,Modena,Emilia-Romagna,3460,3685,7145,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Serramazzoni,Modena,Emilia-Romagna,3460,3685,7145,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Sestola,Modena,Emilia-Romagna,1061,1090,2151,10.23,22.84,220,2024-11-17,12:00,0,-12.61
Regionali Speciali,Sestola,Modena,Emilia-Romagna,1061,1090,2151,30.87,58.56,664,2024-11-17,19:00,1,-27.69
Regionali Speciali,Sestola,Modena,Emilia-Romagna,1061,1090,2151,0.0,0.0,0,2024-11-17,23:00,2,0.0
Regionali Speciali,Sestola,Modena,Emilia-Romagna,1061,1090,2151,0.0,0.0,0,2024-11-18,15:00,3,0.0
Regionali Speciali,Soliera,Modena,Emilia-Romagna,6269,6156,12425,12.77,25.37,1587,2024-11-17,12:00,0,-12.6
Regionali Speciali,Soliera,Modena,Emilia-Romagna,6269,6156,12425,32.52,62.02,4041,2024-11-17,19:00,1,-29.5
