ele_info,comune,provincia,regione,url,lista_1_desc,lista_1_voti,lista_2_desc,lista_2_voti,lista_3_desc,lista_3_voti,lista_4_desc,lista_4_voti,lista_5_desc,lista_5_voti,lista_6_desc,lista_6_voti,lista_7_desc,lista_7_voti,lista_8_desc,lista_8_voti,lista_9_desc,lista_9_voti,lista_10_desc,lista_10_voti,lista_11_desc,lista_11_voti
Regionali Speciali,ALTO RENO TERME,BOLOGNA,EMILIA-ROMAGNA,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080130005,"CIVICI, CON DE PASCALE PRESIDENTE",0,MOVIMENTO 5 STELLE,0,FRATELLI D'ITALIA - GIORGIA MELONI,0,LEGA SALVINI EMILIA-ROMAGNA - IL POPOLO DELLA FAMIGLIA,0,PARTITO DEMOCRATICO - DE PASCALE PRESIDENTE,0,RIFORMISTI EMILIA-ROMAGNA FUTURA - DE PASCALE PRESIDENTE,0,"EMILIA-ROMAGNA PER LA PACE, L'AMBIENTE E IL LAVORO",0,RETE CIVICA - ELENA UGOLINI PRESIDENTE,0,LEALTA' COERENZA VERITA' - LUCA TEODORI,0,FORZA ITALIA - BERLUSCONI - UGOLINI PRESIDENTE - NOI MODERATI,0,ALLEANZA VERDI E SINISTRA - COALIZIONI CIVICHE - POSSIBILE,0
