cod,desc,tipo,tipo_comune,dt_agg,cod_ele,cod_regione,regione,cod_provincia,provincia,cod_provincia_2,cod_comune
103040580550,TUORO SUL TRASIMENO,CM,N,,7,10,UMBRIA,304,TERNI,058,0550
103040580560,UMBERTIDE,CM,M,,7,10,UMBRIA,304,TERNI,058,0560
103040580570,VALFABBRICA,CM,N,,7,10,UMBRIA,304,TERNI,058,0570
103040580580,VALLO DI NERA,CM,N,,7,10,UMBRIA,304,TERNI,058,0580
103040580590,VALTOPINA,CM,N,,7,10,UMBRIA,304,TERNI,058,0590
103040800000,TERNI,PR,,,7,10,UMBRIA,304,TERNI,080,0000
103040800010,ACQUASPARTA,CM,N,,7,10,UMBRIA,304,TERNI,080,0010
103040800020,ALLERONA,CM,N,,7,10,UMBRIA,304,TERNI,080,0020
103040800030,ALVIANO,CM,N,,7,10,UMBRIA,304,TERNI,080,0030
103040800040,AMELIA,CM,N,,7,10,UMBRIA,304,TERNI,080,0040
103040800050,ARRONE,CM,N,,7,10,UMBRIA,304,TERNI,080,0050
103040800060,ATTIGLIANO,CM,N,,7,10,UMBRIA,304,TERNI,080,0060
103040800061,AVIGLIANO UMBRO,CM,N,,7,10,UMBRIA,304,TERNI,080,0061
103040800070,BASCHI,CM,N,,7,10,UMBRIA,304,TERNI,080,0070
103040800080,CALVI DELL'UMBRIA,CM,N,,7,10,UMBRIA,304,TERNI,080,0080
103040800090,CASTEL GIORGIO,CM,N,,7,10,UMBRIA,304,TERNI,080,0090
103040800100,CASTEL VISCARDO,CM,N,,7,10,UMBRIA,304,TERNI,080,0100
103040800110,FABRO,CM,N,,7,10,UMBRIA,304,TERNI,080,0110
103040800120,FERENTILLO,CM,N,,7,10,UMBRIA,304,TERNI,080,0120
103040800130,FICULLE,CM,N,,7,10,UMBRIA,304,TERNI,080,0130
103040800140,GIOVE,CM,N,,7,10,UMBRIA,304,TERNI,080,0140
103040800150,GUARDEA,CM,N,,7,10,UMBRIA,304,TERNI,080,0150
103040800160,LUGNANO IN TEVERINA,CM,N,,7,10,UMBRIA,304,TERNI,080,0160
103040800170,MONTECASTRILLI,CM,N,,7,10,UMBRIA,304,TERNI,080,0170
103040800180,MONTECCHIO,CM,N,,7,10,UMBRIA,304,TERNI,080,0180
103040800190,MONTEFRANCO,CM,N,,7,10,UMBRIA,304,TERNI,080,0190
103040800200,MONTEGABBIONE,CM,N,,7,10,UMBRIA,304,TERNI,080,0200
103040800210,MONTELEONE D'ORVIETO,CM,N,,7,10,UMBRIA,304,TERNI,080,0210
103040800220,NARNI,CM,M,,7,10,UMBRIA,304,TERNI,080,0220
103040800230,ORVIETO,CM,M,,7,10,UMBRIA,304,TERNI,080,0230
103040800240,OTRICOLI,CM,N,,7,10,UMBRIA,304,TERNI,080,0240
103040800250,PARRANO,CM,N,,7,10,UMBRIA,304,TERNI,080,0250
103040800260,PENNA IN TEVERINA,CM,N,,7,10,UMBRIA,304,TERNI,080,0260
103040800270,POLINO,CM,N,,7,10,UMBRIA,304,TERNI,080,0270
103040800280,PORANO,CM,N,,7,10,UMBRIA,304,TERNI,080,0280
103040800290,SAN GEMINI,CM,N,,7,10,UMBRIA,304,TERNI,080,0290
103040800300,SAN VENANZO,CM,N,,7,10,UMBRIA,304,TERNI,080,0300
103040800310,STRONCONE,CM,N,,7,10,UMBRIA,304,TERNI,080,0310
103040800320,TERNI,CM,M,,7,10,UMBRIA,304,TERNI,080,0320
