comune,provincia,regione,url,"CIVICI, CON DE PASCALE PRESIDENTE",MOVIMENTO 5 STELLE,FRATELLI D'ITALIA - GIORGIA MELONI,LEGA SALVINI EMILIA-ROMAGNA - IL POPOLO DELLA FAMIGLIA,PARTITO DEMOCRATICO - DE PASCALE PRESIDENTE,RIFORMISTI EMILIA-ROMAGNA FUTURA - DE PASCALE PRESIDENTE,"EMILIA-ROMAGNA PER LA PACE, L'AMBIENTE E IL LAVORO",RETE CIVICA - ELENA UGOLINI PRESIDENTE,LEALTA' COERENZA VERITA' - LUCA TEODORI,FORZA ITALIA - BERLUSCONI - UGOLINI PRESIDENTE - NOI MODERATI,ALLEANZA VERDI E SINISTRA - COALIZIONI CIVICHE - POSSIBILE,sezioni_scrutinate,sezioni_tot,De Pascale Michele_total,Elena Ugolini_total,Luca Todori_total,Federico Serra_total,winning_candidate
Polinago,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500310,0,0,0,0,0,0,0,0,0.0,0,0,1,2,0,0,0.0,0,De Pascale Michele
Prignano Sulla Secchia,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500320,0,0,0,0,0,0,0,0,0.0,0,0,0,7,0,0,0.0,0,De Pascale Michele
Ravarino,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500330,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0,0,0.0,0,De Pascale Michele
Riolunato,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500340,0,0,0,0,0,0,0,0,0.0,0,0,1,2,0,0,0.0,0,De Pascale Michele
San Cesario Sul Panaro,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500350,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0,0,0.0,0,De Pascale Michele
San Felice Sul Panaro,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500360,0,0,0,0,0,0,0,0,0.0,0,0,3,11,0,0,0.0,0,De Pascale Michele
San Possidonio,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500370,0,0,0,0,0,0,0,0,0.0,0,0,0,3,0,0,0.0,0,De Pascale Michele
San Prospero,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500380,0,0,0,0,0,0,0,0,0.0,0,0,0,4,0,0,0.0,0,De Pascale Michele
Sassuolo,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500390,0,0,0,0,0,0,0,0,0.0,0,0,6,36,0,0,0.0,0,De Pascale Michele
Savignano Sul Panaro,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500400,0,0,0,0,0,0,0,0,0.0,0,0,0,9,0,0,0.0,0,De Pascale Michele
Serramazzoni,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500410,0,0,0,0,0,0,0,0,0.0,0,0,0,8,0,0,0.0,0,De Pascale Michele
Sestola,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500420,0,0,0,0,0,0,0,0,0.0,0,0,2,5,0,0,0.0,0,De Pascale Michele
Soliera,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500430,0,0,0,0,0,0,0,0,0.0,0,0,0,14,0,0,0.0,0,De Pascale Michele
Spilamberto,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500440,0,0,0,0,0,0,0,0,0.0,0,0,0,11,0,0,0.0,0,De Pascale Michele
Vignola,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500450,0,0,0,0,0,0,0,0,0.0,0,0,2,23,0,0,0.0,0,De Pascale Michele
Zocca,Modena,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080500460,0,0,0,0,0,0,0,0,0.0,0,0,1,8,0,0,0.0,0,De Pascale Michele
Albareto,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560010,0,0,0,0,0,0,0,0,0.0,0,0,0,4,0,0,0.0,0,De Pascale Michele
Bardi,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560020,0,0,0,0,0,0,0,0,0.0,0,0,3,4,0,0,0.0,0,De Pascale Michele
Bedonia,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560030,0,0,0,0,0,0,0,0,0.0,0,0,0,6,0,0,0.0,0,De Pascale Michele
Berceto,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560040,0,0,0,0,0,0,0,0,0.0,0,0,1,4,0,0,0.0,0,De Pascale Michele
Bore,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560050,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,De Pascale Michele
Borgo Val Di Taro,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560060,0,0,0,0,0,0,0,0,0.0,0,0,1,11,0,0,0.0,0,De Pascale Michele
Busseto,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560070,0,0,0,0,0,0,0,0,0.0,0,0,1,7,0,0,0.0,0,De Pascale Michele
Calestano,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560080,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,De Pascale Michele
Collecchio,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560090,0,0,0,0,0,0,0,0,0.0,0,0,1,14,0,0,0.0,0,De Pascale Michele
Colorno,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560100,0,0,0,0,0,0,0,0,0.0,0,0,0,8,0,0,0.0,0,De Pascale Michele
Compiano,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560110,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,De Pascale Michele
Corniglio,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560120,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,De Pascale Michele
Felino,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560130,0,0,0,0,0,0,0,0,0.0,0,0,0,8,0,0,0.0,0,De Pascale Michele
Fidenza,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560140,0,0,0,0,0,0,0,0,0.0,0,0,0,28,0,0,0.0,0,De Pascale Michele
Fontanellato,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560150,0,0,0,0,0,0,0,0,0.0,0,0,0,6,0,0,0.0,0,De Pascale Michele
Fontevivo,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560160,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0,0,0.0,0,De Pascale Michele
Fornovo Di Taro,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560170,0,0,0,0,0,0,0,0,0.0,0,0,2,7,0,0,0.0,0,De Pascale Michele
Langhirano,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560180,0,0,0,0,0,0,0,0,0.0,0,0,0,9,0,0,0.0,0,De Pascale Michele
Lesignano De' Bagni,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560190,0,0,0,0,0,0,0,0,0.0,0,0,0,4,0,0,0.0,0,De Pascale Michele
Medesano,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560200,0,0,0,0,0,0,0,0,0.0,0,0,0,11,0,0,0.0,0,De Pascale Michele
Monchio Delle Corti,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560220,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,De Pascale Michele
Montechiarugolo,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560230,0,0,0,0,0,0,0,0,0.0,0,0,2,11,0,0,0.0,0,De Pascale Michele
Neviano Degli Arduini,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560240,0,0,0,0,0,0,0,0,0.0,0,0,2,5,0,0,0.0,0,De Pascale Michele
Noceto,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560250,0,0,0,0,0,0,0,0,0.0,0,0,0,11,0,0,0.0,0,De Pascale Michele
Palanzano,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560260,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,De Pascale Michele
Parma,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560270,0,0,0,0,0,0,0,0,0.0,0,0,29,204,0,0,0.0,0,De Pascale Michele
Pellegrino Parmense,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560280,0,0,0,0,0,0,0,0,0.0,0,0,2,2,0,0,0.0,0,De Pascale Michele
Polesine Zibello,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560291,0,0,0,0,0,0,0,0,0.0,0,0,0,3,0,0,0.0,0,De Pascale Michele
Roccabianca,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560300,0,0,0,0,0,0,0,0,0.0,0,0,0,3,0,0,0.0,0,De Pascale Michele
Sala Baganza,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560310,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0,0,0.0,0,De Pascale Michele
Salsomaggiore Terme,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560320,0,0,0,0,0,0,0,0,0.0,0,0,0,20,0,0,0.0,0,De Pascale Michele
San Secondo Parmense,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560330,0,0,0,0,0,0,0,0,0.0,0,0,1,5,0,0,0.0,0,De Pascale Michele
Sissa Trecasali,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560345,0,0,0,0,0,0,0,0,0.0,0,0,0,7,0,0,0.0,0,De Pascale Michele
Solignano,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560350,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,De Pascale Michele
Soragna,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560360,0,0,0,0,0,0,0,0,0.0,0,0,1,4,0,0,0.0,0,De Pascale Michele
Sorbolo Mezzani,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560375,0,0,0,0,0,0,0,0,0.0,0,0,1,11,0,0,0.0,0,De Pascale Michele
Terenzo,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560380,0,0,0,0,0,0,0,0,0.0,0,0,1,2,0,0,0.0,0,De Pascale Michele
Tizzano Val Parma,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560390,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,De Pascale Michele
Tornolo,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560400,0,0,0,0,0,0,0,0,0.0,0,0,1,2,0,0,0.0,0,De Pascale Michele
Torrile,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560410,0,0,0,0,0,0,0,0,0.0,0,0,0,7,0,0,0.0,0,De Pascale Michele
Traversetolo,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560420,0,0,0,0,0,0,0,0,0.0,0,0,0,9,0,0,0.0,0,De Pascale Michele
Valmozzola,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560440,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,De Pascale Michele
Varano De' Melegari,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560450,0,0,0,0,0,0,0,0,0.0,0,0,0,4,0,0,0.0,0,De Pascale Michele
Varsi,Parma,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080560460,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,De Pascale Michele
Agazzano,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610010,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0.0,0,De Pascale Michele
Alseno,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610020,0,0,0,0,0,0,0,0,,0,0,2,5,0,0,0.0,0,De Pascale Michele
Alta Val Tidone,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610025,0,0,0,0,0,0,0,0,,0,0,2,5,0,0,0.0,0,De Pascale Michele
Besenzone,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610030,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0.0,0,De Pascale Michele
Bettola,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610040,0,0,0,0,0,0,0,0,,0,0,1,4,0,0,0.0,0,De Pascale Michele
Bobbio,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610050,0,0,0,0,0,0,0,0,,0,0,1,5,0,0,0.0,0,De Pascale Michele
Borgonovo Val Tidone,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610060,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0.0,0,De Pascale Michele
Cadeo,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610070,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0.0,0,De Pascale Michele
Calendasco,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610080,0,0,0,0,0,0,0,0,,0,0,1,3,0,0,0.0,0,De Pascale Michele
Caorso,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610100,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0.0,0,De Pascale Michele
Carpaneto Piacentino,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610110,0,0,0,0,0,0,0,0,,0,0,2,7,0,0,0.0,0,De Pascale Michele
Castell'Arquato,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610120,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0.0,0,De Pascale Michele
Castel San Giovanni,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610130,0,0,0,0,0,0,0,0,,0,0,5,14,0,0,0.0,0,De Pascale Michele
Castelvetro Piacentino,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610140,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,0.0,0,De Pascale Michele
Cerignale,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610150,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0.0,0,De Pascale Michele
Coli,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610160,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,0.0,0,De Pascale Michele
Corte Brugnatella,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610170,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0.0,0,De Pascale Michele
Cortemaggiore,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610180,0,0,0,0,0,0,0,0,,0,0,1,5,0,0,0.0,0,De Pascale Michele
Farini,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610190,0,0,0,0,0,0,0,0,,0,0,2,3,0,0,0.0,0,De Pascale Michele
Ferriere,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610200,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0.0,0,De Pascale Michele
Fiorenzuola D'Arda,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610210,0,0,0,0,0,0,0,0,,0,0,4,14,0,0,0.0,0,De Pascale Michele
Gazzola,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610220,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0.0,0,De Pascale Michele
Gossolengo,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610230,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,0.0,0,De Pascale Michele
Gragnano Trebbiense,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610240,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0.0,0,De Pascale Michele
Gropparello,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610250,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0.0,0,De Pascale Michele
Lugagnano Val D'Arda,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610260,0,0,0,0,0,0,0,0,,0,0,1,5,0,0,0.0,0,De Pascale Michele
Monticelli D'Ongina,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610270,0,0,0,0,0,0,0,0,,0,0,2,5,0,0,0.0,0,De Pascale Michele
Morfasso,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610280,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0.0,0,De Pascale Michele
Ottone,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610300,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0.0,0,De Pascale Michele
Piacenza,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610320,0,0,0,0,0,0,0,0,,0,0,23,107,0,0,0.0,0,De Pascale Michele
Pianello Val Tidone,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610330,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0.0,0,De Pascale Michele
Piozzano,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610340,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0.0,0,De Pascale Michele
Podenzano,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610350,0,0,0,0,0,0,0,0,,0,0,1,7,0,0,0.0,0,De Pascale Michele
Ponte Dell'Olio,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610360,0,0,0,0,0,0,0,0,,0,0,3,5,0,0,0.0,0,De Pascale Michele
Pontenure,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610370,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0.0,0,De Pascale Michele
Rivergaro,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610380,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0.0,0,De Pascale Michele
Rottofreno,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610390,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,0.0,0,De Pascale Michele
San Giorgio Piacentino,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610400,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0.0,0,De Pascale Michele
San Pietro In Cerro,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610410,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0.0,0,De Pascale Michele
Sarmato,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610420,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0.0,0,De Pascale Michele
Travo,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610430,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0.0,0,De Pascale Michele
Vernasca,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610440,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0.0,0,De Pascale Michele
Vigolzone,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610450,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0.0,0,De Pascale Michele
Villanova Sull'Arda,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610460,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0.0,0,De Pascale Michele
Zerba,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610470,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0.0,0,De Pascale Michele
Ziano Piacentino,Piacenza,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080610480,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0.0,0,De Pascale Michele
Alfonsine,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660010,0,0,0,0,0,0,0,0,,0,0,0,12,0,0,0.0,0,De Pascale Michele
Bagnacavallo,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660020,0,0,0,0,0,0,0,0,,0,0,0,19,0,0,0.0,0,De Pascale Michele
Bagnara Di Romagna,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660030,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0.0,0,De Pascale Michele
Brisighella,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660040,0,0,0,0,0,0,0,0,,0,0,4,10,0,0,0.0,0,De Pascale Michele
Casola Valsenio,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660050,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0.0,0,De Pascale Michele
Castel Bolognese,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660060,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,0.0,0,De Pascale Michele
Cervia,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660070,0,0,0,0,0,0,0,0,,0,0,5,30,0,0,0.0,0,De Pascale Michele
Conselice,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660080,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,0.0,0,De Pascale Michele
Cotignola,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660090,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0.0,0,De Pascale Michele
Faenza,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660100,0,0,0,0,0,0,0,0,,0,0,1,57,0,0,0.0,0,De Pascale Michele
Fusignano,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660110,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,0.0,0,De Pascale Michele
Lugo,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660120,0,0,0,0,0,0,0,0,,0,0,0,36,0,0,0.0,0,De Pascale Michele
Massa Lombarda,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660130,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,0.0,0,De Pascale Michele
Ravenna,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660140,0,0,0,0,0,0,0,0,,0,0,0,164,0,0,0.0,0,De Pascale Michele
Riolo Terme,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660150,0,0,0,0,0,0,0,0,,0,0,1,6,0,0,0.0,0,De Pascale Michele
Russi,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660160,0,0,0,0,0,0,0,0,,0,0,0,12,0,0,0.0,0,De Pascale Michele
Sant'Agata Sul Santerno,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660170,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0.0,0,De Pascale Michele
Solarolo,Ravenna,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080660180,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0.0,0,De Pascale Michele
Albinea,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680010,0,0,0,0,0,0,0,0,0.0,0,0,2,8,0,0,0.0,0,De Pascale Michele
Bagnolo In Piano,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680020,0,0,0,0,0,0,0,0,0.0,0,0,0,7,0,0,0.0,0,De Pascale Michele
