comune,provincia,regione,url,"CIVICI, CON DE PASCALE PRESIDENTE",MOVIMENTO 5 STELLE,FRATELLI D'ITALIA - GIORGIA MELONI,LEGA SALVINI EMILIA-ROMAGNA - IL POPOLO DELLA FAMIGLIA,PARTITO DEMOCRATICO - DE PASCALE PRESIDENTE,RIFORMISTI EMILIA-ROMAGNA FUTURA - DE PASCALE PRESIDENTE,"EMILIA-ROMAGNA PER LA PACE, L'AMBIENTE E IL LAVORO",RETE CIVICA - ELENA UGOLINI PRESIDENTE,LEALTA' COERENZA VERITA' - LUCA TEODORI,FORZA ITALIA - BERLUSCONI - UGOLINI PRESIDENTE - NOI MODERATI,ALLEANZA VERDI E SINISTRA - COALIZIONI CIVICHE - POSSIBILE,sezioni_scrutinate,sezioni_tot,De Pascale Michele_total,Elena Ugolini_total,Luca Todori_total,Federico Serra_total,winning_candidate
Baiso,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680030,0,0,0,0,0,0,0,0,0.0,0,0,0,4,0,0,0.0,0,De Pascale Michele
Bibbiano,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680040,0,0,0,0,0,0,0,0,0.0,0,0,0,7,0,0,0.0,0,De Pascale Michele
Boretto,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680050,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0,0,0.0,0,De Pascale Michele
Brescello,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680060,0,0,0,0,0,0,0,0,0.0,0,0,1,5,0,0,0.0,0,De Pascale Michele
Cadelbosco Di Sopra,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680080,0,0,0,0,0,0,0,0,0.0,0,0,0,8,0,0,0.0,0,De Pascale Michele
Campagnola Emilia,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680090,0,0,0,0,0,0,0,0,0.0,0,0,0,4,0,0,0.0,0,De Pascale Michele
Campegine,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680100,0,0,0,0,0,0,0,0,0.0,0,0,0,4,0,0,0.0,0,De Pascale Michele
Carpineti,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680110,0,0,0,0,0,0,0,0,0.0,0,0,1,5,0,0,0.0,0,De Pascale Michele
Casalgrande,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680120,0,0,0,0,0,0,0,0,0.0,0,0,1,14,0,0,0.0,0,De Pascale Michele
Casina,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680130,0,0,0,0,0,0,0,0,0.0,0,0,0,4,0,0,0.0,0,De Pascale Michele
Castellarano,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680140,0,0,0,0,0,0,0,0,0.0,0,0,0,12,0,0,0.0,0,De Pascale Michele
Castelnovo Di Sotto,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680150,0,0,0,0,0,0,0,0,0.0,0,0,1,8,0,0,0.0,0,De Pascale Michele
Castelnovo Ne' Monti,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680160,0,0,0,0,0,0,0,0,0.0,0,0,1,11,0,0,0.0,0,De Pascale Michele
Cavriago,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680170,0,0,0,0,0,0,0,0,0.0,0,0,0,9,0,0,0.0,0,De Pascale Michele
Canossa,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680180,0,0,0,0,0,0,0,0,0.0,0,0,3,4,0,0,0.0,0,De Pascale Michele
Correggio,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680200,0,0,0,0,0,0,0,0,0.0,0,0,1,19,0,0,0.0,0,De Pascale Michele
Fabbrico,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680210,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0,0,0.0,0,De Pascale Michele
Gattatico,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680220,0,0,0,0,0,0,0,0,0.0,0,0,1,5,0,0,0.0,0,De Pascale Michele
Gualtieri,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680230,0,0,0,0,0,0,0,0,0.0,0,0,0,6,0,0,0.0,0,De Pascale Michele
Guastalla,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680240,0,0,0,0,0,0,0,0,0.0,0,0,3,14,0,0,0.0,0,De Pascale Michele
Luzzara,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680260,0,0,0,0,0,0,0,0,0.0,0,0,0,7,0,0,0.0,0,De Pascale Michele
Montecchio Emilia,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680270,0,0,0,0,0,0,0,0,0.0,0,0,0,8,0,0,0.0,0,De Pascale Michele
Novellara,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680280,0,0,0,0,0,0,0,0,0.0,0,0,4,13,0,0,0.0,0,De Pascale Michele
Poviglio,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680290,0,0,0,0,0,0,0,0,0.0,0,0,1,6,0,0,0.0,0,De Pascale Michele
Quattro Castella,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680300,0,0,0,0,0,0,0,0,0.0,0,0,0,11,0,0,0.0,0,De Pascale Michele
Reggiolo,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680320,0,0,0,0,0,0,0,0,0.0,0,0,3,8,0,0,0.0,0,De Pascale Michele
Reggio Nell'Emilia,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680330,0,0,0,0,0,0,0,0,0.0,0,0,0,160,0,0,0.0,0,De Pascale Michele
Rio Saliceto,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680340,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0,0,0.0,0,De Pascale Michele
Rolo,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680350,0,0,0,0,0,0,0,0,0.0,0,0,0,3,0,0,0.0,0,De Pascale Michele
Rubiera,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680360,0,0,0,0,0,0,0,0,0.0,0,0,0,12,0,0,0.0,0,De Pascale Michele
San Martino In Rio,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680370,0,0,0,0,0,0,0,0,0.0,0,0,0,6,0,0,0.0,0,De Pascale Michele
San Polo D'Enza,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680380,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0,0,0.0,0,De Pascale Michele
Sant'Ilario D'Enza,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680390,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0.0,0,De Pascale Michele
Scandiano,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680400,0,0,0,0,0,0,0,0,0.0,0,0,5,24,0,0,0.0,0,De Pascale Michele
Toano,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680410,0,0,0,0,0,0,0,0,0.0,0,0,1,4,0,0,0.0,0,De Pascale Michele
Ventasso,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680415,0,0,0,0,0,0,0,0,0.0,0,0,2,9,0,0,0.0,0,De Pascale Michele
Vetto,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680420,0,0,0,0,0,0,0,0,0.0,0,0,1,3,0,0,0.0,0,De Pascale Michele
Vezzano Sul Crostolo,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680430,0,0,0,0,0,0,0,0,0.0,0,0,0,4,0,0,0.0,0,De Pascale Michele
Viano,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680440,0,0,0,0,0,0,0,0,0.0,0,0,0,4,0,0,0.0,0,De Pascale Michele
Villa Minozzo,Reggio Nell'Emilia,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/080680450,0,0,0,0,0,0,0,0,0.0,0,0,2,7,0,0,0.0,0,De Pascale Michele
Bellaria-Igea Marina,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010010,0,0,0,0,0,0,0,0,0.0,0,0,4,16,0,0,0.0,0,De Pascale Michele
Casteldelci,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010015,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,De Pascale Michele
Cattolica,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010020,0,0,0,0,0,0,0,0,0.0,0,0,4,15,0,0,0.0,0,De Pascale Michele
Coriano,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010030,0,0,0,0,0,0,0,0,0.0,0,0,0,11,0,0,0.0,0,De Pascale Michele
Gemmano,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010040,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,De Pascale Michele
Maiolo,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010045,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,De Pascale Michele
Misano Adriatico,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010050,0,0,0,0,0,0,0,0,0.0,0,0,2,11,0,0,0.0,0,De Pascale Michele
Mondaino,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010060,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0.0,0,De Pascale Michele
Montefiore Conca,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010080,0,0,0,0,0,0,0,0,0.0,0,0,2,2,0,0,0.0,0,De Pascale Michele
Montegridolfo,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010090,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0,De Pascale Michele
Montescudo-Monte Colombo,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010101,0,0,0,0,0,0,0,0,0.0,0,0,0,7,0,0,0.0,0,De Pascale Michele
Morciano Di Romagna,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010110,0,0,0,0,0,0,0,0,0.0,0,0,0,6,0,0,0.0,0,De Pascale Michele
Novafeltria,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010115,0,0,0,0,0,0,0,0,0.0,0,0,1,10,0,0,0.0,0,De Pascale Michele
Pennabilli,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010116,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0,0,0.0,0,De Pascale Michele
Poggio Torriana,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010125,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0,0,0.0,0,De Pascale Michele
Riccione,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010130,0,0,0,0,0,0,0,0,0.0,0,0,1,31,0,0,0.0,0,De Pascale Michele
Rimini,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010140,0,0,0,0,0,0,0,0,0.0,0,0,0,143,0,0,0.0,0,De Pascale Michele
Saludecio,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010150,0,0,0,0,0,0,0,0,0.0,0,0,3,3,0,0,0.0,0,De Pascale Michele
San Clemente,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010160,0,0,0,0,0,0,0,0,0.0,0,0,1,4,0,0,0.0,0,De Pascale Michele
San Giovanni In Marignano,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010170,0,0,0,0,0,0,0,0,0.0,0,0,0,9,0,0,0.0,0,De Pascale Michele
San Leo,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010175,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0,0,0.0,0,De Pascale Michele
Sant'Agata Feltria,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010176,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0,0,0.0,0,De Pascale Michele
Santarcangelo Di Romagna,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010180,0,0,0,0,0,0,0,0,0.0,0,0,8,20,0,0,0.0,0,De Pascale Michele
Talamello,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010185,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0,De Pascale Michele
Verucchio,Rimini,Emilia-Romagna,https://elezioni.interno.gov.it/risultati/20241117/regionali/scrutini/italia/081010200,0,0,0,0,0,0,0,0,0.0,0,0,0,9,0,0,0.0,0,De Pascale Michele
