ele_info,comune,provincia,regione,ele_f,ele_m,ele_t,perc,perc_r,vot_t,data,ora,update_number,url,perc_diff
Regionali Speciali,Masone,Genova,Liguria,1659,1632,3291,54.09,59.23,1780,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340320,-8.68
Regionali Speciali,Mele,Genova,Liguria,1133,1103,2236,54.56,59.85,1220,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340330,-8.84
Regionali Speciali,Mezzanego,Genova,Liguria,730,730,1460,37.47,47.96,547,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340340,-21.87
Regionali Speciali,Mignanego,Genova,Liguria,1659,1574,3233,48.0,55.38,1552,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340350,-13.33
Regionali Speciali,Moconesi,Genova,Liguria,1089,1142,2231,44.64,55.62,996,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340360,-19.74
Regionali Speciali,Moneglia,Genova,Liguria,1554,1489,3043,41.37,48.06,1259,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340370,-13.92
Regionali Speciali,Montebruno,Genova,Liguria,100,95,195,42.05,47.78,82,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340380,-11.99
Regionali Speciali,Montoggio,Genova,Liguria,935,943,1878,44.09,51.62,828,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340390,-14.59
Regionali Speciali,Ne,Genova,Liguria,1193,1230,2423,36.57,45.87,886,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340400,-20.27
Regionali Speciali,Neirone,Genova,Liguria,440,481,921,38.33,49.87,353,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340410,-23.14
Regionali Speciali,Orero,Genova,Liguria,259,266,525,44.95,49.62,236,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070340420,-9.41
